# det_alpha	det_beta	CI Coeffs
[3, 6]	[2, 3]	0.000051523797
[3, 6]	[0, 4]	0.000000000000
[3, 6]	[1, 4]	0.000000000000
[3, 6]	[2, 4]	0.000000001057
[3, 6]	[3, 4]	-0.000136253564
[3, 6]	[0, 5]	0.000000000000
[3, 6]	[1, 5]	0.000000000000
[3, 6]	[2, 5]	-0.000018698889
[3, 6]	[3, 5]	0.000012657314
[3, 6]	[4, 5]	-0.000049744687
[3, 6]	[0, 6]	0.000000000000
[3, 6]	[1, 6]	0.000000000000
[3, 6]	[2, 6]	-0.000007051527
[3, 6]	[3, 6]	-0.000361051841
[3, 6]	[4, 6]	-0.000018655668
[3, 6]	[5, 6]	0.000084512578
[3, 6]	[0, 7]	0.000000000000
[3, 6]	[1, 7]	0.000000000000
[3, 6]	[2, 7]	0.000022969181
[3, 6]	[3, 7]	-0.000015412474
[3, 6]	[4, 7]	0.000060496941
[3, 6]	[5, 7]	0.000000000057
[3, 6]	[6, 7]	0.000102908865
[3, 6]	[0, 8]	-0.000062512557
[3, 6]	[1, 8]	0.000007352295
[3, 6]	[2, 8]	0.000000000000
[3, 6]	[3, 8]	0.000000000000
[3, 6]	[4, 8]	0.000000000000
[3, 6]	[5, 8]	0.000000000000
[3, 6]	[6, 8]	0.000000000000
[3, 6]	[7, 8]	0.000000000000
[4, 6]	[0, 1]	-0.000937139631
[4, 6]	[0, 2]	0.000000000000
[4, 6]	[1, 2]	0.000000000000
[4, 6]	[0, 3]	0.000000000000
[4, 6]	[1, 3]	0.000000000000
[4, 6]	[2, 3]	-0.000000000001
[4, 6]	[0, 4]	0.000000000000
[4, 6]	[1, 4]	0.000000000000
[4, 6]	[2, 4]	0.000051523200
[4, 6]	[3, 4]	-0.000034937059
[4, 6]	[0, 5]	0.000000000000
[4, 6]	[1, 5]	0.000000000000
[4, 6]	[2, 5]	-0.000012892377
[4, 6]	[3, 5]	0.000008828156
[4, 6]	[4, 5]	-0.000032936167
[4, 6]	[0, 6]	0.000000000000
[4, 6]	[1, 6]	0.000000000000
[4, 6]	[2, 6]	0.000027512439
[4, 6]	[3, 6]	-0.000018655668
[4, 6]	[4, 6]	-0.000293074414
[4, 6]	[5, 6]	0.000056389907
[4, 6]	[0, 7]	0.000000000000
[4, 6]	[1, 7]	0.000000000000
[4, 6]	[2, 7]	-0.000002049819
[4, 6]	[3, 7]	0.000000755908
[4, 6]	[4, 7]	-0.000004470424
[4, 6]	[5, 7]	-0.000000000005
[4, 6]	[6, 7]	-0.000007653778
[4, 6]	[0, 8]	0.000243784381
[4, 6]	[1, 8]	-0.000028672592
[4, 6]	[2, 8]	0.000000000000
[4, 6]	[3, 8]	0.000000000000
[4, 6]	[4, 8]	0.000000000000
[4, 6]	[5, 8]	0.000000000000
[4, 6]	[6, 8]	0.000000000000
[4, 6]	[7, 8]	0.000000000000
[5, 6]	[0, 1]	-0.000000000672
[5, 6]	[0, 2]	0.000000000000
[5, 6]	[1, 2]	0.000000000000
[5, 6]	[0, 3]	0.000000000000
[5, 6]	[1, 3]	0.000000000000
[5, 6]	[2, 3]	-0.000004980137
[5, 6]	[0, 4]	0.000000000000
[5, 6]	[1, 4]	0.000000000000
[5, 6]	[2, 4]	-0.000066958180
[5, 6]	[3, 4]	0.000058572809
[5, 6]	[0, 5]	0.000000000000
[5, 6]	[1, 5]	0.000000000000
[5, 6]	[2, 5]	0.000047100588
[5, 6]	[3, 5]	-0.000031937992
[5, 6]	[4, 5]	0.000124554152
[5, 6]	[0, 6]	0.000000000000
[5, 6]	[1, 6]	0.000000000000
[5, 6]	[2, 6]	-0.000091816981
[5, 6]	[3, 6]	0.000084512578
[5, 6]	[4, 6]	0.000056389907
[5, 6]	[5, 6]	-0.000085443742
[5, 6]	[0, 7]	0.000000000000
[5, 6]	[1, 7]	0.000000000000
[5, 6]	[2, 7]	0.000000000011
[5, 6]	[3, 7]	-0.000000000006
[5, 6]	[4, 7]	0.000000000022
[5, 6]	[5, 7]	-0.000000000011
[5, 6]	[6, 7]	0.000000000098
[5, 6]	[0, 8]	0.000000000162
[5, 6]	[1, 8]	-0.000000000304
[5, 6]	[2, 8]	0.000000000000
[5, 6]	[3, 8]	0.000000000000
[5, 6]	[4, 8]	0.000000000000
[5, 6]	[5, 8]	0.000000000000
[5, 6]	[6, 8]	0.000000000000
[5, 6]	[7, 8]	0.000000000000
[0, 7]	[0, 1]	0.000000000000
[0, 7]	[0, 2]	0.034479678093
[0, 7]	[1, 2]	-0.000791883784
[0, 7]	[0, 3]	0.039415632608
[0, 7]	[1, 3]	-0.000905250305
[0, 7]	[2, 3]	0.000000000000
[0, 7]	[0, 4]	-0.002931571691
[0, 7]	[1, 4]	0.000067328847
[0, 7]	[2, 4]	0.000000000000
[0, 7]	[3, 4]	0.000000000000
[0, 7]	[0, 5]	-0.000000017704
[0, 7]	[1, 5]	0.000000000383
[0, 7]	[2, 5]	0.000000000000
[0, 7]	[3, 5]	0.000000000000
[0, 7]	[4, 5]	0.000000000000
[0, 7]	[0, 6]	-0.000000007844
[0, 7]	[1, 6]	0.000000000363
[0, 7]	[2, 6]	0.000000000000
[0, 7]	[3, 6]	0.000000000000
[0, 7]	[4, 6]	0.000000000000
[0, 7]	[5, 6]	0.000000000000
[0, 7]	[0, 7]	0.019368692166
[0, 7]	[1, 7]	-0.002901029509
[0, 7]	[2, 7]	0.000000000000
[0, 7]	[3, 7]	0.000000000000
[0, 7]	[4, 7]	0.000000000000
[0, 7]	[5, 7]	0.000000000000
[0, 7]	[6, 7]	0.000000000000
[0, 7]	[0, 8]	0.000000000000
[0, 7]	[1, 8]	0.000000000000
[0, 7]	[2, 8]	-0.000186821006
[0, 7]	[3, 8]	-0.000213564364
[0, 7]	[4, 8]	0.000015884006
[0, 7]	[5, 8]	-0.000000000212
[0, 7]	[6, 8]	-0.000000000222
[0, 7]	[7, 8]	-0.000333070853
[1, 7]	[0, 1]	0.000000000000
[1, 7]	[0, 2]	-0.001469178509
[1, 7]	[1, 2]	0.000489296571
[1, 7]	[0, 3]	-0.001679508200
[1, 7]	[1, 3]	0.000559344555
[1, 7]	[2, 3]	0.000000000000
[1, 7]	[0, 4]	0.000124915328
[1, 7]	[1, 4]	-0.000041601869
[1, 7]	[2, 4]	0.000000000000
[1, 7]	[3, 4]	0.000000000000
[1, 7]	[0, 5]	0.000000000219
[1, 7]	[1, 5]	-0.000000000240
[1, 7]	[2, 5]	0.000000000000
[1, 7]	[3, 5]	0.000000000000
[1, 7]	[4, 5]	0.000000000000
[1, 7]	[0, 6]	0.000000000402
[1, 7]	[1, 6]	-0.000000000089
[1, 7]	[2, 6]	0.000000000000
[1, 7]	[3, 6]	0.000000000000
[1, 7]	[4, 6]	0.000000000000
[1, 7]	[5, 6]	0.000000000000
[1, 7]	[0, 7]	-0.002901029509
[1, 7]	[1, 7]	0.002228048496
[1, 7]	[2, 7]	0.000000000000
[1, 7]	[3, 7]	0.000000000000
[1, 7]	[4, 7]	0.000000000000
[1, 7]	[5, 7]	0.000000000000
[1, 7]	[6, 7]	0.000000000000
[1, 7]	[0, 8]	0.000000000000
[1, 7]	[1, 8]	0.000000000000
[1, 7]	[2, 8]	0.000033426269
[1, 7]	[3, 8]	0.000038210512
[1, 7]	[4, 8]	-0.000002841845
[1, 7]	[5, 8]	0.000000000095
[1, 7]	[6, 8]	0.000000000039
[1, 7]	[7, 8]	-0.000059532551
[2, 7]	[0, 1]	-0.000677294783
[2, 7]	[0, 2]	0.000000000000
[2, 7]	[1, 2]	0.000000000000
[2, 7]	[0, 3]	0.000000000000
[2, 7]	[1, 3]	0.000000000000
[2, 7]	[2, 3]	-0.000112575212
[2, 7]	[0, 4]	0.000000000000
[2, 7]	[1, 4]	0.000000000000
[2, 7]	[2, 4]	0.000008372297
[2, 7]	[3, 4]	-0.000000000647
[2, 7]	[0, 5]	0.000000000000
[2, 7]	[1, 5]	0.000000000000
[2, 7]	[2, 5]	0.000038760061
[2, 7]	[3, 5]	0.000044838125
[2, 7]	[4, 5]	-0.000003159664
[2, 7]	[0, 6]	0.000000000000
[2, 7]	[1, 6]	0.000000000000
[2, 7]	[2, 6]	0.000019883150
[2, 7]	[3, 6]	0.000022969181
[2, 7]	[4, 6]	-0.000002049819
[2, 7]	[5, 6]	0.000000000011
[2, 7]	[0, 7]	0.000000000000
[2, 7]	[1, 7]	0.000000000000
[2, 7]	[2, 7]	-0.000327835975
[2, 7]	[3, 7]	0.000043444903
[2, 7]	[4, 7]	-0.000003228882
[2, 7]	[5, 7]	-0.000091817064
[2, 7]	[6, 7]	-0.000047100543
[2, 7]	[0, 8]	0.000176200090
[2, 7]	[1, 8]	-0.000020722918
[2, 7]	[2, 8]	0.000000000000
[2, 7]	[3, 8]	0.000000000000
[2, 7]	[4, 8]	0.000000000000
[2, 7]	[5, 8]	0.000000000000
[2, 7]	[6, 8]	0.000000000000
[2, 7]	[7, 8]	0.000000000000
[3, 7]	[0, 1]	-0.000774257799
[3, 7]	[0, 2]	0.000000000000
[3, 7]	[1, 2]	0.000000000000
[3, 7]	[0, 3]	0.000000000000
[3, 7]	[1, 3]	0.000000000000
[3, 7]	[2, 3]	0.000098476885
[3, 7]	[0, 4]	0.000000000000
[3, 7]	[1, 4]	0.000000000000
[3, 7]	[2, 4]	0.000000000297
[3, 7]	[3, 4]	0.000008373151
[3, 7]	[0, 5]	0.000000000000
[3, 7]	[1, 5]	0.000000000000
[3, 7]	[2, 5]	-0.000036205939
[3, 7]	[3, 5]	-0.000040783807
[3, 7]	[4, 5]	0.000003233531
[3, 7]	[0, 6]	0.000000000000
[3, 7]	[1, 6]	0.000000000000
[3, 7]	[2, 6]	-0.000013722098
[3, 7]	[3, 6]	-0.000015412474
[3, 7]	[4, 6]	0.000000755908
[3, 7]	[5, 6]	-0.000000000006
[3, 7]	[0, 7]	0.000000000000
[3, 7]	[1, 7]	0.000000000000
[3, 7]	[2, 7]	0.000043444903
[3, 7]	[3, 7]	-0.000316173931
[3, 7]	[4, 7]	-0.000003694966
[3, 7]	[5, 7]	0.000084512681
[3, 7]	[6, 7]	0.000031937971
[3, 7]	[0, 8]	0.000201422768
[3, 7]	[1, 8]	-0.000023689480
[3, 7]	[2, 8]	0.000000000000
[3, 7]	[3, 8]	0.000000000000
[3, 7]	[4, 8]	0.000000000000
[3, 7]	[5, 8]	0.000000000000
[3, 7]	[6, 8]	0.000000000000
[3, 7]	[7, 8]	0.000000000000
[4, 7]	[0, 1]	0.000057586540
[4, 7]	[0, 2]	0.000000000000
[4, 7]	[1, 2]	0.000000000000
[4, 7]	[0, 3]	0.000000000000
[4, 7]	[1, 3]	0.000000000000
[4, 7]	[2, 3]	0.000000000953
[4, 7]	[0, 4]	0.000000000000
[4, 7]	[1, 4]	0.000000000000
[4, 7]	[2, 4]	0.000098473119
[4, 7]	[3, 4]	0.000112570326
[4, 7]	[0, 5]	0.000000000000
[4, 7]	[1, 5]	0.000000000000
[4, 7]	[2, 5]	-0.000023940417
[4, 7]	[3, 5]	-0.000027412623
[4, 7]	[4, 5]	0.000002023909
[4, 7]	[0, 6]	0.000000000000
[4, 7]	[1, 6]	0.000000000000
[4, 7]	[2, 6]	0.000052938883
[4, 7]	[3, 6]	0.000060496941
[4, 7]	[4, 6]	-0.000004470424
[4, 7]	[5, 6]	0.000000000022
[4, 7]	[0, 7]	0.000000000000
[4, 7]	[1, 7]	0.000000000000
[4, 7]	[2, 7]	-0.000003228882
[4, 7]	[3, 7]	-0.000003694966
[4, 7]	[4, 7]	-0.000365548961
[4, 7]	[5, 7]	0.000056389872
[4, 7]	[6, 7]	-0.000124553876
[4, 7]	[0, 8]	-0.000014980802
[4, 7]	[1, 8]	0.000001761993
[4, 7]	[2, 8]	0.000000000000
[4, 7]	[3, 8]	0.000000000000
[4, 7]	[4, 8]	0.000000000000
[4, 7]	[5, 8]	0.000000000000
[4, 7]	[6, 8]	0.000000000000
[4, 7]	[7, 8]	0.000000000000
[5, 7]	[0, 1]	-0.000000000174
[5, 7]	[0, 2]	0.000000000000
[5, 7]	[1, 2]	0.000000000000
[5, 7]	[0, 3]	0.000000000000
[5, 7]	[1, 3]	0.000000000000
[5, 7]	[2, 3]	-0.000081044173
[5, 7]	[0, 4]	0.000000000000
[5, 7]	[1, 4]	0.000000000000
[5, 7]	[2, 4]	-0.000020780748
[5, 7]	[3, 4]	-0.000030646147
[5, 7]	[0, 5]	0.000000000000
[5, 7]	[1, 5]	0.000000000000
[5, 7]	[2, 5]	0.000090022118
[5, 7]	[3, 5]	0.000102909164
[5, 7]	[4, 5]	-0.000007653790
[5, 7]	[0, 6]	0.000000000000
[5, 7]	[1, 6]	0.000000000000
[5, 7]	[2, 6]	0.000000000052
[5, 7]	[3, 6]	0.000000000057
[5, 7]	[4, 6]	-0.000000000005
[5, 7]	[5, 6]	-0.000000000011
[5, 7]	[0, 7]	0.000000000000
[5, 7]	[1, 7]	0.000000000000
[5, 7]	[2, 7]	-0.000091817064
[5, 7]	[3, 7]	0.000084512681
[5, 7]	[4, 7]	0.000056389872
[5, 7]	[5, 7]	-0.000085444193
[5, 7]	[6, 7]	-0.000000000324
[5, 7]	[0, 8]	0.000000000048
[5, 7]	[1, 8]	-0.000000000086
[5, 7]	[2, 8]	0.000000000000
[5, 7]	[3, 8]	0.000000000000
[5, 7]	[4, 8]	0.000000000000
[5, 7]	[5, 8]	0.000000000000
[5, 7]	[6, 8]	0.000000000000
[5, 7]	[7, 8]	0.000000000000
[6, 7]	[0, 1]	0.000000000042
[6, 7]	[0, 2]	0.000000000000
[6, 7]	[1, 2]	0.000000000000
[6, 7]	[0, 3]	0.000000000000
[6, 7]	[1, 3]	0.000000000000
[6, 7]	[2, 3]	-0.000036691290
[6, 7]	[0, 4]	0.000000000000
[6, 7]	[1, 4]	0.000000000000
[6, 7]	[2, 4]	0.000054988629
[6, 7]	[3, 4]	0.000059740926
[6, 7]	[0, 5]	0.000000000000
[6, 7]	[1, 5]	0.000000000000
[6, 7]	[2, 5]	0.000000000039
[6, 7]	[3, 5]	0.000000000060
[6, 7]	[4, 5]	-0.000000000026
[6, 7]	[0, 6]	0.000000000000
[6, 7]	[1, 6]	0.000000000000
[6, 7]	[2, 6]	0.000090021886
[6, 7]	[3, 6]	0.000102908865
[6, 7]	[4, 6]	-0.000007653778
[6, 7]	[5, 6]	0.000000000098
[6, 7]	[0, 7]	0.000000000000
[6, 7]	[1, 7]	0.000000000000
[6, 7]	[2, 7]	-0.000047100543
[6, 7]	[3, 7]	0.000031937971
[6, 7]	[4, 7]	-0.000124553876
[6, 7]	[5, 7]	-0.000000000324
[6, 7]	[6, 7]	-0.000085442864
[6, 7]	[0, 8]	-0.000000000009
[6, 7]	[1, 8]	0.000000000018
[6, 7]	[2, 8]	0.000000000000
[6, 7]	[3, 8]	0.000000000000
[6, 7]	[4, 8]	0.000000000000
[6, 7]	[5, 8]	0.000000000000
[6, 7]	[6, 8]	0.000000000000
[6, 7]	[7, 8]	0.000000000000
[0, 8]	[0, 1]	-0.014019385042
[0, 8]	[0, 2]	0.000000000000
[0, 8]	[1, 2]	0.000000000000
[0, 8]	[0, 3]	0.000000000000
[0, 8]	[1, 3]	0.000000000000
[0, 8]	[2, 3]	0.000000000300
[0, 8]	[0, 4]	0.000000000000
[0, 8]	[1, 4]	0.000000000000
[0, 8]	[2, 4]	0.000000000884
[0, 8]	[3, 4]	-0.000000000538
[0, 8]	[0, 5]	0.000000000000
[0, 8]	[1, 5]	0.000000000000
[0, 8]	[2, 5]	0.000179715438
[0, 8]	[3, 5]	-0.000165417944
[0, 8]	[4, 5]	-0.000110371802
[0, 8]	[0, 6]	0.000000000000
[0, 8]	[1, 6]	0.000000000000
[0, 8]	[2, 6]	0.000092190344
[0, 8]	[3, 6]	-0.000062512557
[0, 8]	[4, 6]	0.000243784381
[0, 8]	[5, 6]	0.000000000162
[0, 8]	[0, 7]	0.000000000000
[0, 8]	[1, 7]	0.000000000000
[0, 8]	[2, 7]	0.000176200090
[0, 8]	[3, 7]	0.000201422768
[0, 8]	[4, 7]	-0.000014980802
[0, 8]	[5, 7]	0.000000000048
[0, 8]	[6, 7]	-0.000000000009
[0, 8]	[0, 8]	0.029667025762
[0, 8]	[1, 8]	0.000988616413
[0, 8]	[2, 8]	0.000000000000
[0, 8]	[3, 8]	0.000000000000
[0, 8]	[4, 8]	0.000000000000
[0, 8]	[5, 8]	0.000000000000
[0, 8]	[6, 8]	0.000000000000
[0, 8]	[7, 8]	0.000000000000
[1, 8]	[0, 1]	0.000345305682
[1, 8]	[0, 2]	0.000000000000
[1, 8]	[1, 2]	0.000000000000
[1, 8]	[0, 3]	0.000000000000
[1, 8]	[1, 3]	0.000000000000
[1, 8]	[2, 3]	-0.000000000083
[1, 8]	[0, 4]	0.000000000000
[1, 8]	[1, 4]	0.000000000000
[1, 8]	[2, 4]	-0.000000000258
[1, 8]	[3, 4]	0.000000000158
[1, 8]	[0, 5]	0.000000000000
[1, 8]	[1, 5]	0.000000000000
[1, 8]	[2, 5]	-0.000021136226
[1, 8]	[3, 5]	0.000019454918
[1, 8]	[4, 5]	0.000012981427
[1, 8]	[0, 6]	0.000000000000
[1, 8]	[1, 6]	0.000000000000
[1, 8]	[2, 6]	-0.000010842673
[1, 8]	[3, 6]	0.000007352295
[1, 8]	[4, 6]	-0.000028672592
[1, 8]	[5, 6]	-0.000000000304
[1, 8]	[0, 7]	0.000000000000
[1, 8]	[1, 7]	0.000000000000
[1, 8]	[2, 7]	-0.000020722918
[1, 8]	[3, 7]	-0.000023689480
[1, 8]	[4, 7]	0.000001761993
[1, 8]	[5, 7]	-0.000000000086
[1, 8]	[6, 7]	0.000000000018
[1, 8]	[0, 8]	0.000988616413
[1, 8]	[1, 8]	0.001406792058
[1, 8]	[2, 8]	0.000000000000
[1, 8]	[3, 8]	0.000000000000
[1, 8]	[4, 8]	0.000000000000
[1, 8]	[5, 8]	0.000000000000
[1, 8]	[6, 8]	0.000000000000
[1, 8]	[7, 8]	0.000000000000
[2, 8]	[0, 1]	0.000000000000
[2, 8]	[0, 2]	-0.000141694348
[2, 8]	[1, 2]	0.000299131484
[2, 8]	[0, 3]	0.000000000851
[2, 8]	[1, 3]	-0.000000003134
[2, 8]	[2, 3]	0.000000000000
[2, 8]	[0, 4]	0.000000001495
[2, 8]	[1, 4]	-0.000000002645
[2, 8]	[2, 4]	0.000000000000
[2, 8]	[3, 4]	0.000000000000
[2, 8]	[0, 5]	-0.000190549800
[2, 8]	[1, 5]	0.000034093168
[2, 8]	[2, 5]	0.000000000000
[2, 8]	[3, 5]	0.000000000000
[2, 8]	[4, 5]	0.000000000000
[2, 8]	[0, 6]	-0.000097747272
[2, 8]	[1, 6]	0.000017489177
[2, 8]	[2, 6]	0.000000000000
[2, 8]	[3, 6]	0.000000000000
[2, 8]	[4, 6]	0.000000000000
[2, 8]	[5, 6]	0.000000000000
[2, 8]	[0, 7]	-0.000186821006
[2, 8]	[1, 7]	0.000033426269
[2, 8]	[2, 7]	0.000000000000
[2, 8]	[3, 7]	0.000000000000
[2, 8]	[4, 7]	0.000000000000
[2, 8]	[5, 7]	0.000000000000
[2, 8]	[6, 7]	0.000000000000
[2, 8]	[0, 8]	0.000000000000
[2, 8]	[1, 8]	0.000000000000
[2, 8]	[2, 8]	-0.000285177863
[2, 8]	[3, 8]	0.000000002536
[2, 8]	[4, 8]	0.000000002083
[2, 8]	[5, 8]	-0.000088684544
[2, 8]	[6, 8]	-0.000045493692
[2, 8]	[7, 8]	-0.000086950219
[3, 8]	[0, 1]	0.000000000000
[3, 8]	[0, 2]	0.000000000495
[3, 8]	[1, 2]	-0.000000003083
[3, 8]	[0, 3]	-0.000141692271
[3, 8]	[1, 3]	0.000299127977
[3, 8]	[2, 3]	0.000000000000
[3, 8]	[0, 4]	-0.000000001060
[3, 8]	[1, 4]	0.000000001766
[3, 8]	[2, 4]	0.000000000000
[3, 8]	[3, 4]	0.000000000000
[3, 8]	[0, 5]	0.000175390320
[3, 8]	[1, 5]	-0.000031380654
[3, 8]	[2, 5]	0.000000000000
[3, 8]	[3, 5]	0.000000000000
[3, 8]	[4, 5]	0.000000000000
[3, 8]	[0, 6]	0.000066280830
[3, 8]	[1, 6]	-0.000011858969
[3, 8]	[2, 6]	0.000000000000
[3, 8]	[3, 6]	0.000000000000
[3, 8]	[4, 6]	0.000000000000
[3, 8]	[5, 6]	0.000000000000
[3, 8]	[0, 7]	-0.000213564364
[3, 8]	[1, 7]	0.000038210512
[3, 8]	[2, 7]	0.000000000000
[3, 8]	[3, 7]	0.000000000000
[3, 8]	[4, 7]	0.000000000000
[3, 8]	[5, 7]	0.000000000000
[3, 8]	[6, 7]	0.000000000000
[3, 8]	[0, 8]	0.000000000000
[3, 8]	[1, 8]	0.000000000000
[3, 8]	[2, 8]	0.000000002536
[3, 8]	[3, 8]	-0.000285175037
[3, 8]	[4, 8]	-0.000000001393
[3, 8]	[5, 8]	0.000081629365
[3, 8]	[6, 8]	0.000030848461
[3, 8]	[7, 8]	-0.000099397011
[4, 8]	[0, 1]	0.000000000000
[4, 8]	[0, 2]	0.000000000440
[4, 8]	[1, 2]	-0.000000002488
[4, 8]	[0, 3]	-0.000000000418
[4, 8]	[1, 3]	0.000000001670
[4, 8]	[2, 3]	0.000000000000
[4, 8]	[0, 4]	-0.000141683071
[4, 8]	[1, 4]	0.000299114095
[4, 8]	[2, 4]	0.000000000000
[4, 8]	[3, 4]	0.000000000000
[4, 8]	[0, 5]	0.000117025872
[4, 8]	[1, 5]	-0.000020937509
[4, 8]	[2, 5]	0.000000000000
[4, 8]	[3, 5]	0.000000000000
[4, 8]	[4, 5]	0.000000000000
[4, 8]	[0, 6]	-0.000258481174
[4, 8]	[1, 6]	0.000046243709
[4, 8]	[2, 6]	0.000000000000
[4, 8]	[3, 6]	0.000000000000
[4, 8]	[4, 6]	0.000000000000
[4, 8]	[5, 6]	0.000000000000
[4, 8]	[0, 7]	0.000015884006
[4, 8]	[1, 7]	-0.000002841845
[4, 8]	[2, 7]	0.000000000000
[4, 8]	[3, 7]	0.000000000000
[4, 8]	[4, 7]	0.000000000000
[4, 8]	[5, 7]	0.000000000000
[4, 8]	[6, 7]	0.000000000000
[4, 8]	[0, 8]	0.000000000000
[4, 8]	[1, 8]	0.000000000000
[4, 8]	[2, 8]	0.000000002083
[4, 8]	[3, 8]	-0.000000001393
[4, 8]	[4, 8]	-0.000285163877
[4, 8]	[5, 8]	0.000054466072
[4, 8]	[6, 8]	-0.000120301910
[4, 8]	[7, 8]	0.000007392704
[5, 8]	[0, 1]	0.000000000000
[5, 8]	[0, 2]	-0.000370264804
[5, 8]	[1, 2]	0.000055229227
[5, 8]	[0, 3]	0.000340807834
[5, 8]	[1, 3]	-0.000050835427
[5, 8]	[2, 3]	0.000000000000
[5, 8]	[0, 4]	0.000227397355
[5, 8]	[1, 4]	-0.000033918854
[5, 8]	[2, 4]	0.000000000000
[5, 8]	[3, 4]	0.000000000000
[5, 8]	[0, 5]	-0.000333071562
[5, 8]	[1, 5]	-0.000059531442
[5, 8]	[2, 5]	0.000000000000
[5, 8]	[3, 5]	0.000000000000
[5, 8]	[4, 5]	0.000000000000
[5, 8]	[0, 6]	-0.000000000937
[5, 8]	[1, 6]	0.000000000339
[5, 8]	[2, 6]	0.000000000000
[5, 8]	[3, 6]	0.000000000000
[5, 8]	[4, 6]	0.000000000000
[5, 8]	[5, 6]	0.000000000000
[5, 8]	[0, 7]	-0.000000000212
[5, 8]	[1, 7]	0.000000000095
[5, 8]	[2, 7]	0.000000000000
[5, 8]	[3, 7]	0.000000000000
[5, 8]	[4, 7]	0.000000000000
[5, 8]	[5, 7]	0.000000000000
[5, 8]	[6, 7]	0.000000000000
[5, 8]	[0, 8]	0.000000000000
[5, 8]	[1, 8]	0.000000000000
[5, 8]	[2, 8]	-0.000088684544
[5, 8]	[3, 8]	0.000081629365
[5, 8]	[4, 8]	0.000054466072
[5, 8]	[5, 8]	-0.000114194699
[5, 8]	[6, 8]	-0.000000000166
[5, 8]	[7, 8]	-0.000000000053
[6, 8]	[0, 1]	0.000000000000
[6, 8]	[0, 2]	-0.000189937272
[6, 8]	[1, 2]	0.000028331776
[6, 8]	[0, 3]	0.000128793132
[6, 8]	[1, 3]	-0.000019211212
[6, 8]	[2, 3]	0.000000000000
[6, 8]	[0, 4]	-0.000502265656
[6, 8]	[1, 4]	0.000074916231
[6, 8]	[2, 4]	0.000000000000
[6, 8]	[3, 4]	0.000000000000
[6, 8]	[0, 5]	-0.000000001242
[6, 8]	[1, 5]	0.000000000531
[6, 8]	[2, 5]	0.000000000000
[6, 8]	[3, 5]	0.000000000000
[6, 8]	[4, 5]	0.000000000000
[6, 8]	[0, 6]	-0.000333068471
[6, 8]	[1, 6]	-0.000059533453
[6, 8]	[2, 6]	0.000000000000
[6, 8]	[3, 6]	0.000000000000
[6, 8]	[4, 6]	0.000000000000
[6, 8]	[5, 6]	0.000000000000
[6, 8]	[0, 7]	-0.000000000222
[6, 8]	[1, 7]	0.000000000039
[6, 8]	[2, 7]	0.000000000000
[6, 8]	[3, 7]	0.000000000000
[6, 8]	[4, 7]	0.000000000000
[6, 8]	[5, 7]	0.000000000000
[6, 8]	[6, 7]	0.000000000000
[6, 8]	[0, 8]	0.000000000000
[6, 8]	[1, 8]	0.000000000000
[6, 8]	[2, 8]	-0.000045493692
[6, 8]	[3, 8]	0.000030848461
[6, 8]	[4, 8]	-0.000120301910
[6, 8]	[5, 8]	-0.000000000166
[6, 8]	[6, 8]	-0.000114193734
[6, 8]	[7, 8]	0.000000000001
[7, 8]	[0, 1]	0.000000000000
[7, 8]	[0, 2]	-0.000363020756
[7, 8]	[1, 2]	0.000054149058
[7, 8]	[0, 3]	-0.000414986919
[7, 8]	[1, 3]	0.000061899864
[7, 8]	[2, 3]	0.000000000000
[7, 8]	[0, 4]	0.000030864748
[7, 8]	[1, 4]	-0.000004603825
[7, 8]	[2, 4]	0.000000000000
[7, 8]	[3, 4]	0.000000000000
[7, 8]	[0, 5]	-0.000000000301
[7, 8]	[1, 5]	0.000000000152
[7, 8]	[2, 5]	0.000000000000
[7, 8]	[3, 5]	0.000000000000
[7, 8]	[4, 5]	0.000000000000
[7, 8]	[0, 6]	-0.000000000204
[7, 8]	[1, 6]	0.000000000028
[7, 8]	[2, 6]	0.000000000000
[7, 8]	[3, 6]	0.000000000000
[7, 8]	[4, 6]	0.000000000000
[7, 8]	[5, 6]	0.000000000000
[7, 8]	[0, 7]	-0.000333070853
[7, 8]	[1, 7]	-0.000059532551
[7, 8]	[2, 7]	0.000000000000
[7, 8]	[3, 7]	0.000000000000
[7, 8]	[4, 7]	0.000000000000
[7, 8]	[5, 7]	0.000000000000
[7, 8]	[6, 7]	0.000000000000
[7, 8]	[0, 8]	0.000000000000
[7, 8]	[1, 8]	0.000000000000
[7, 8]	[2, 8]	-0.000086950219
[7, 8]	[3, 8]	-0.000099397011
[7, 8]	[4, 8]	0.000007392704
[7, 8]	[5, 8]	-0.000000000053
[7, 8]	[6, 8]	0.000000000001
[7, 8]	[7, 8]	-0.000114194041
